pipe,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
p194,-0.00042915344,-0.0004272461,-0.0004348755,-0.3177719,-0.10903168,-0.12440872,-0.2560196,-0.24983215,0.0,-0.38375854,-0.66306686,-0.35749435,-0.15299988,-0.3319702,-0.32120132,-0.24858475,-0.32317734,-0.27726746,-0.108314514,-0.08415604,-0.12516403,-0.14955902,-0.23330307,-0.17505264,-0.27769852,-0.35318375,-0.49616623,-0.5446396,-0.47427368,-0.6272354,-0.24688339,-0.7537842,-0.5746002
p195,-0.0006656647,-0.0006637573,-0.0006713867,-0.48591232,-0.16199493,-0.18463135,-0.3850441,-0.37514114,-0.52851486,-1.6771965,-0.3221283,-0.20389175,-0.22844315,-0.50997925,-0.49143028,-0.37564468,-0.4941826,-0.41897202,-0.1608429,-0.12550354,-0.1861763,-0.22232437,-0.35113907,-0.26116943,-0.41817856,-0.43875885,-0.47303772,-0.33490753,-0.22877121,-0.2815361,-0.119464874,-0.2866478,-0.21323395
p196,-0.0003414154,-0.00033950806,-0.00034713745,-0.25973892,-0.50315475,-0.5375519,-0.2932663,-0.30048752,0.0,-0.20973969,-0.12025452,-0.077739716,-0.35339355,-0.25725174,-0.2566948,-0.28585052,-0.25484085,-0.2809105,-0.8836899,-0.23427582,-0.43059158,-0.46188354,-0.2972908,-0.37740707,-0.28381348,-0.16970444,-0.16690826,-0.12573242,-0.086811066,-0.10611725,-0.045467377,-0.10795593,-0.08041
p197,-0.00031471252,-0.00031280518,-0.00031661987,-0.24078369,-0.40734863,-0.3828163,-0.270504,-0.27539062,0.0,-0.19386292,-0.111312866,-0.071949005,-0.33186722,-0.23709488,-0.23790932,-0.27025223,-0.23614883,-0.2594452,-0.39507294,-0.25008774,-0.38422775,-0.35480118,-0.27946472,-0.32810974,-0.26078033,-0.15696335,-0.15443039,-0.116363525,-0.08035278,-0.098236084,-0.042087555,-0.09994888,-0.07444763
p198,-0.00044822693,-0.00044631958,-0.00045013428,-0.3481331,-0.31381607,-0.34156036,-0.38183212,-0.3832779,0.0,-0.27568817,-0.15684891,-0.10147476,-0.42002487,-0.3380127,-0.34352493,-0.40485382,-0.3405571,-0.36954117,-0.31046677,-0.27917862,-0.34859085,-0.37841034,-0.4111557,-0.40501404,-0.36727524,-0.22261047,-0.21836853,-0.1642685,-0.11315918,-0.13832474,-0.059257507,-0.14065552,-0.104766846
p199,-0.0004234314,-0.0004196167,-0.0004272461,-0.32572937,-0.43221664,-0.52253723,-0.36906815,-0.37909698,0.0,-0.26234818,-0.14958954,-0.09675598,-0.43959045,-0.32409668,-0.32186508,-0.352623,-0.3194542,-0.35387802,-0.43030548,-0.25315475,-0.5511131,-0.5183983,-0.36867523,-0.47571182,-0.3587532,-0.21195602,-0.20807648,-0.15657806,-0.107940674,-0.13194656,-0.056533813,-0.13418579,-0.09994125
p200,-0.00048446655,-0.00048828125,-0.00048828125,-0.37491226,-0.35523987,-0.40591812,-0.42641068,-0.43644714,0.0,-0.30121994,-0.17102051,-0.11066055,-0.51836395,-0.37384415,-0.3704033,-0.40229416,-0.367527,-0.4090805,-0.35222626,-0.25337982,-0.4253044,-0.4601364,-0.42358017,-0.48669815,-0.41444778,-0.2430458,-0.23828506,-0.17916489,-0.123363495,-0.1507988,-0.06459808,-0.1533165,-0.11418915
p201,-0.0007724762,-0.00077438354,-0.00077819824,-0.57024384,-0.26654053,-0.30410385,-1.0414848,-0.6329613,0.0,-0.4553032,-0.25492096,-0.16508865,-0.3800583,-0.5755348,-0.56339073,-0.5263443,-0.55840683,-0.69192123,-0.26447296,-0.205719,-0.30768585,-0.36896896,-0.57564545,-0.43849182,-0.62919617,-0.36569595,-0.35710526,-0.26800156,-0.18362808,-0.2244873,-0.09611511,-0.2280426,-0.16981125
p202,-0.00066185,-0.0006599426,-0.000667572,-0.50733185,-0.29478836,-0.33810425,-0.61561584,-0.6316986,0.0,-0.41350174,-0.2324028,-0.15045929,-0.42344666,-0.52611923,-0.50193024,-0.48627853,-0.4983101,-0.5824661,-0.29253387,-0.22344589,-0.34222794,-0.41452026,-0.5153351,-0.49822998,-0.6025963,-0.33249283,-0.3250656,-0.24403,-0.16747284,-0.20473099,-0.08766937,-0.20801926,-0.15490341
p203,-0.0007457733,-0.00074386597,-0.00074768066,-0.55923843,-0.26930618,-0.30792236,-0.6888542,-0.6713257,0.0,-0.45663834,-0.25556946,-0.16550827,-0.3842659,-0.58540344,-0.5534477,-0.51036453,-0.5494194,-0.66371155,-0.26724625,-0.20660782,-0.31134033,-0.37549973,-0.540123,-0.4492035,-0.6646309,-0.3666687,-0.35808182,-0.26869965,-0.18409348,-0.22504807,-0.09635925,-0.2286148,-0.17023468
p204,-0.00070762634,-0.0007019043,-0.0007095337,-0.5177536,-0.2943344,-0.34012222,-0.6108513,-0.71465683,0.0,-0.42559052,-0.2388382,-0.15464401,-0.41646576,-0.5446358,-0.5125942,-0.48905182,-0.50914764,-0.58924484,-0.29221725,-0.22127533,-0.3414917,-0.430027,-0.51449585,-0.5440674,-0.6520996,-0.3420105,-0.33426666,-0.25089264,-0.17208481,-0.21037292,-0.09008026,-0.2137413,-0.15916061
p205,-0.0007686615,-0.00076675415,-0.00077438354,-0.56422424,-0.25254822,-0.28856277,-0.6357956,-0.63292694,0.0,-0.46715164,-0.26110458,-0.16910553,-0.35956955,-0.60632324,-0.55901337,-0.49910736,-0.55542755,-0.65304184,-0.25062943,-0.19421387,-0.29163742,-0.35121918,-0.5163803,-0.41910553,-0.68050766,-0.37491226,-0.3660469,-0.27461624,-0.18804932,-0.22988129,-0.09843063,-0.2335167,-0.17388153
p206,-0.00074005127,-0.00074005127,-0.00074768066,-0.5520096,-0.28176498,-0.32334518,-0.6502609,-0.8304558,0.0,-0.4562111,-0.25533676,-0.16534805,-0.40130234,-0.5879173,-0.546772,-0.5077362,-0.5432396,-0.6309929,-0.27964783,-0.21456909,-0.3262558,-0.39902115,-0.5326538,-0.48615646,-0.73119354,-0.36629486,-0.35774612,-0.26843643,-0.18392181,-0.22484207,-0.096271515,-0.228405,-0.17007828
p207,-0.00063705444,-0.00063705444,-0.00064468384,-0.45485306,-0.15235138,-0.17367554,-0.36151123,-0.35230637,-0.42152405,-1.5436745,-0.30202484,-0.19121933,-0.21468735,-0.47755432,-0.45994377,-0.35231018,-0.46255112,-0.39305496,-0.15128708,-0.1179657,-0.1750679,-0.20908356,-0.3295822,-0.24549103,-0.39260483,-0.41112137,-0.4424553,-0.31386566,-0.21460342,-0.2640648,-0.11207962,-0.268898,-0.2000351
p208,-0.0007095337,-0.0007095337,-0.0007133484,-0.5313797,-0.17591095,-0.20042801,-0.41912842,-0.40815353,0.0,-0.6903572,-0.3527794,-0.22305298,-0.24830627,-0.5569954,-0.5376091,-0.40958405,-0.5405617,-0.45656967,-0.17464447,-0.13639069,-0.20221329,-0.24142838,-0.38240814,-0.28382874,-0.45518112,-0.4800911,-0.5206566,-0.36688614,-0.25024414,-0.30807877,-0.1306572,-0.31365967,-0.23329926
p209,-0.0006008148,-0.0005950928,-0.00060272217,-0.43508148,-0.1461792,-0.16664505,-0.34630966,-0.3375473,0.0,-0.5360794,-0.57787704,-0.2945938,-0.20586395,-0.45611954,-0.43993568,-0.33742523,-0.4425125,-0.37634277,-0.14516068,-0.11313629,-0.16794586,-0.2005806,-0.31575394,-0.23540497,-0.37596512,-0.44407272,-0.79943085,-0.526783,-0.36338425,-0.4748726,-0.18566895,-0.49586105,-0.3658142
p210,-0.00050735474,-0.00050735474,-0.00051498413,-0.3713417,-0.12605667,-0.14378357,-0.29730988,-0.28995132,0.0,-0.44765472,-0.5419197,-0.28619766,-0.17721176,-0.38853836,-0.37545967,-0.28919983,-0.37770462,-0.32253647,-0.12520981,-0.09743118,-0.14476776,-0.17295074,-0.27101898,-0.20269775,-0.3226204,-0.40838242,-0.5944443,-0.5845032,-0.35212326,-0.46050644,-0.17892838,-0.4718628,-0.34669876
p211,-0.00053596497,-0.0005340576,-0.0005455017,-0.3899765,-0.13199997,-0.15053558,-0.31175995,-0.30399704,0.0,-0.47302628,-0.6970062,-0.32606506,-0.18567276,-0.40841675,-0.39426994,-0.30337524,-0.39663315,-0.3383789,-0.13110352,-0.10206604,-0.15161133,-0.18111038,-0.28419113,-0.21235275,-0.3383522,-0.41770554,-0.6434593,-0.5846939,-0.41640854,-0.55607605,-0.21105194,-0.58859634,-0.43322372
p212,-0.00051116943,-0.00051498413,-0.0005226135,-0.36938095,-0.12552261,-0.14316177,-0.29593658,-0.28862762,0.0,-0.44646072,-0.76830673,-0.35606384,-0.17642593,-0.38653183,-0.37342072,-0.28781128,-0.3756752,-0.32100677,-0.12467575,-0.09700775,-0.14414215,-0.17219925,-0.26975632,-0.2018013,-0.32112503,-0.4027443,-0.59070206,-0.6024132,-0.465271,-0.62776566,-0.23654556,-0.68473816,-0.50990295
p213,-0.00045013428,-0.00045394897,-0.00045776367,-0.33951187,-0.11602402,-0.13236618,-0.27283096,-0.2661667,0.0,-0.40727997,-0.64653397,-0.3414421,-0.16291428,-0.3546486,-0.34323502,-0.26515198,-0.34530258,-0.295681,-0.11526489,-0.08959961,-0.13320923,-0.15916443,-0.24868774,-0.18636703,-0.29593277,-0.38479233,-0.51952744,-0.87968445,-0.44797134,-0.6225014,-0.2176323,-0.59259415,-0.42691422
p214,-0.0005245209,-0.0005187988,-0.0005264282,-0.37345505,-0.12678528,-0.14460754,-0.299057,-0.29165268,0.0,-0.45153046,-0.78128433,-0.3416214,-0.17824173,-0.39089584,-0.3775463,-0.29087448,-0.3798294,-0.3244362,-0.12593079,-0.09799194,-0.145607,-0.17394257,-0.27259827,-0.20387268,-0.32452393,-0.40599442,-0.60001373,-0.60886383,-0.44328308,-0.5988655,-0.2232399,-0.63469315,-0.46481323
p215,-0.00045776367,-0.00046157837,-0.00046157837,-0.34232712,-0.116867065,-0.13331985,-0.27501678,-0.2682953,0.0,-0.41363144,-0.76007843,-0.33783722,-0.16413498,-0.35798645,-0.34605217,-0.267231,-0.34817123,-0.29807281,-0.11609268,-0.09026718,-0.13418579,-0.1603241,-0.25064087,-0.18777084,-0.298378,-0.37740707,-0.5383949,-0.60359573,-0.4445114,-0.6100998,-0.22114182,-0.6375923,-0.45890808
p216,-0.00028800964,-0.0002861023,-0.0002937317,-0.21002197,-0.07363129,-0.084106445,-0.17133331,-0.16742706,0.0,-0.24759293,-0.35606003,-1.1483994,-0.10294342,-0.21835709,-0.21231651,-0.16571426,-0.21362305,-0.18489075,-0.07317734,-0.056674957,-0.08445358,-0.10097122,-0.15602875,-0.11787033,-0.18571472,-0.25912476,-0.29064178,-0.34729385,-0.48349762,-0.40741348,-0.25662613,-0.37799454,-0.30134583
p217,-0.00044059753,-0.00044250488,-0.00044631958,-0.32095718,-0.110061646,-0.12558365,-0.25849533,-0.25224304,0.0,-0.3874359,-0.6687927,-0.35991287,-0.15446472,-0.33530807,-0.32442856,-0.2510109,-0.32641983,-0.2799759,-0.10934448,-0.08496094,-0.12634277,-0.15097427,-0.23557281,-0.17672348,-0.2803955,-0.3569336,-0.5006752,-0.5575409,-0.48480988,-0.65660095,-0.24050522,-0.86289215,-0.51517105
p218,-0.0004196167,-0.0004196167,-0.0004272461,-0.32484436,-0.111312866,-0.12699509,-0.26151276,-0.25517273,0.0,-0.392231,-0.6794281,-0.35796356,-0.15623856,-0.33942413,-0.32835197,-0.2539749,-0.33036804,-0.28327942,-0.110580444,-0.085933685,-0.12778854,-0.1526947,-0.23832321,-0.17874908,-0.28367615,-0.3605423,-0.5076523,-0.56111526,-0.479084,-0.64992905,-0.24030304,-0.7863617,-0.52267456
p219,-0.00042152405,-0.0004196167,-0.0004272461,-0.32541656,-0.11149216,-0.12721252,-0.26195908,-0.2556076,0.0,-0.3929596,-0.6809082,-0.35826492,-0.15649796,-0.34002686,-0.32893562,-0.2544136,-0.3309517,-0.2837715,-0.110759735,-0.086071014,-0.12799835,-0.15294266,-0.23873138,-0.17904282,-0.28415298,-0.3610382,-0.5086937,-0.56059647,-0.4788437,-0.64679337,-0.2411766,-0.7800484,-0.5283432
p220,-0.00032615662,-0.00032424927,-0.00033187866,-0.25251007,-0.08785629,-0.100307465,-0.2050972,-0.2002945,0.0,-0.30195236,-0.48509598,-0.46305084,-0.12300491,-0.26301956,-0.25520325,-0.1986618,-0.2567749,-0.22161484,-0.08731079,-0.0676918,-0.100803375,-0.1204834,-0.18682861,-0.14078522,-0.22233582,-0.2933159,-0.37776566,-0.44728088,-0.8318672,-0.57631683,-0.29957962,-0.55514145,-0.40467834
p221,-0.0004005432,-0.0004005432,-0.0004043579,-0.29904175,-0.103012085,-0.11756134,-0.24147415,-0.23569489,0.0,-0.3601303,-0.60808945,-0.37909698,-0.14445877,-0.31212616,-0.30225563,-0.23431015,-0.3041153,-0.26135254,-0.10234833,-0.07947159,-0.11823654,-0.14129639,-0.22003555,-0.16529846,-0.26187897,-0.3366928,-0.461792,-0.5315857,-0.53861237,-0.6920433,-0.24738693,-0.8043823,-0.47873688
p222,-0.00040245056,-0.0004043579,-0.0004081726,-0.3083496,-0.10600281,-0.12096405,-0.24870682,-0.24272156,0.0,-0.37187576,-0.6356354,-0.36611176,-0.14871216,-0.3219757,-0.31167412,-0.24140549,-0.313591,-0.2692604,-0.10531616,-0.08180237,-0.12168121,-0.14540863,-0.22663116,-0.17015076,-0.26973343,-0.34495163,-0.4789734,-0.54099274,-0.50268173,-0.6645546,-0.24315262,-0.9339943,-0.50603867
p223,-0.00033569336,-0.00033187866,-0.00033950806,-0.26835632,-0.5431633,-0.5215187,-0.30290985,-0.31020737,0.0,-0.21653748,-0.124053955,-0.080200195,-0.36598587,-0.2657776,-0.26519966,-0.29521942,-0.2632637,-0.2902069,-0.53948593,-0.23987961,-0.45212173,-0.4540367,-0.3071022,-0.3863678,-0.29320145,-0.1751709,-0.1722374,-0.12972641,-0.08954239,-0.10946274,-0.04689789,-0.1113472,-0.08294296
p224,-0.00041007996,-0.0004081726,-0.000415802,-0.31770325,-0.40650177,-0.45731735,-0.35946274,-0.36800766,0.0,-0.2557602,-0.14588928,-0.09435654,-0.43672943,-0.31547928,-0.31391525,-0.34584045,-0.31155777,-0.34459305,-0.40180206,-0.25299835,-0.5236244,-0.46647263,-0.36144638,-0.4418068,-0.3486519,-0.20664597,-0.2028923,-0.15268707,-0.1052742,-0.128685,-0.055130005,-0.13087082,-0.09746933
p225,-0.00041007996,-0.0004119873,-0.0004196167,-0.32815552,-0.4050331,-0.4542961,-0.37122726,-0.3798828,0.0,-0.26396942,-0.15044403,-0.09731293,-0.4514618,-0.3258705,-0.32422638,-0.35698318,-0.3217659,-0.35599136,-0.40044022,-0.25950623,-0.5033417,-0.47087097,-0.3732109,-0.45121765,-0.36014175,-0.2132225,-0.20929718,-0.15747452,-0.10855484,-0.13269806,-0.056854248,-0.13494873,-0.10050964
p226,-0.0004901886,-0.00048828125,-0.00049209595,-0.37641525,-0.34975052,-0.39336014,-0.4240036,-0.431736,0.0,-0.3011551,-0.17098236,-0.11063385,-0.7708702,-0.37283325,-0.37176323,-0.41095734,-0.3687706,-0.4075737,-0.3465538,-0.2698288,-0.4080124,-0.44397354,-0.431839,-0.47359085,-0.41093063,-0.24301147,-0.23822784,-0.17912674,-0.12333679,-0.15076065,-0.064582825,-0.15327835,-0.11415863
p228,-0.00044822693,-0.00044631958,-0.00045013428,-0.3481331,-0.31381607,-0.34156036,-0.38183212,-0.3832779,0.0,-0.27568817,-0.15684891,-0.10147476,-0.42002487,-0.3380127,-0.34352493,-0.40485382,-0.3405571,-0.36954117,-0.31046677,-0.27917862,-0.34859085,-0.37841034,-0.4111557,-0.40501404,-0.36727524,-0.22261047,-0.21836853,-0.1642685,-0.11315918,-0.13832474,-0.059257507,-0.14065552,-0.104766846
p229,-0.0007762909,-0.00077438354,-0.00077819824,-0.5624542,-0.25897217,-0.29162598,-0.5272522,-0.4868698,0.0,-0.40719604,-0.22902298,-0.14829636,-0.36601257,-0.48236465,-0.5513859,-0.6683693,-0.5429306,-0.5443268,-0.25677872,-0.20753098,-0.29610443,-0.3436203,-0.7811241,-0.3935547,-0.49341583,-0.32777405,-0.32022858,-0.24049759,-0.16505814,-0.20175934,-0.08640671,-0.20500946,-0.15266418
p230,-0.0010604858,-0.0010566711,-0.0010643005,-0.737278,-0.20688248,-0.23457718,-0.4754219,-0.44779587,0.0,-0.46178055,-0.25832367,-0.16737747,-0.29196167,-0.5165405,-0.715271,-0.59641266,-0.696846,-0.5292511,-0.20527649,-0.16271591,-0.23723602,-0.28024292,-0.48975754,-0.32653046,-0.47673798,-0.3713951,-0.362072,-0.27178574,-0.1860733,-0.22743607,-0.097400665,-0.23102188,-0.1720314
p231,-0.00077819824,-0.00077438354,-0.00078201294,-0.56172943,-0.24832535,-0.282444,-0.6656761,-0.55779266,0.0,-0.43338776,-0.24305725,-0.15740204,-0.35321426,-0.5353737,-0.5536213,-0.524704,-0.5474129,-0.6669922,-0.24637222,-0.19334412,-0.28590012,-0.33999252,-0.60485077,-0.39985657,-0.5632019,-0.34838867,-0.340271,-0.25540924,-0.1751175,-0.21406937,-0.091667175,-0.2174797,-0.16194916
p232,-0.0007362366,-0.0007362366,-0.00074005127,-0.5520592,-0.23785019,-0.27168274,-0.59314346,-0.591156,0.0,-0.46061325,-0.25748825,-0.1667633,-0.33815384,-0.6023369,-0.5473099,-0.48024368,-0.5440521,-0.61779785,-0.2360611,-0.1830864,-0.27446747,-0.33021164,-0.49052048,-0.3931923,-0.65268326,-0.36966324,-0.36096573,-0.27078247,-0.18545151,-0.22669601,-0.0970726,-0.23028946,-0.1714859
p233,-0.0005245209,-0.0005226135,-0.0005264282,-0.38399887,-0.38290787,-0.50214386,-0.4404335,-0.4658928,0.0,-0.31136703,-0.176651,-0.11430359,-0.44395828,-0.38895798,-0.37968254,-0.39822388,-0.37693024,-0.4233513,-0.3828621,-0.24503326,-0.44426727,-1.033905,-0.41773605,-0.869339,-0.43801498,-0.25115204,-0.24619293,-0.18507767,-0.1274147,-0.15575027,-0.066719055,-0.15834045,-0.117931366
p234,-0.0002822876,-0.0002861023,-0.0002861023,-0.21651077,-0.31476593,-0.30765915,-0.2418747,-0.24503708,0.0,-0.17400742,-0.10013962,-0.06471634,-0.29673767,-0.21197128,-0.21388626,-0.24774551,-0.2122879,-0.23236465,-0.30882645,-0.2563095,-0.31080627,-0.29623032,-0.2544365,-0.283329,-0.23242569,-0.14098358,-0.13881302,-0.104644775,-0.07229996,-0.088386536,-0.03787613,-0.08994293,-0.06700516
p236,-0.0006389618,-0.00064086914,-0.00064849854,-0.47538376,-0.15873718,-0.18092728,-0.377079,-0.36741638,-0.81453323,-1.6316795,-0.31532288,-0.19960403,-0.22379303,-0.49900436,-0.48075676,-0.36776352,-0.48345947,-0.41020203,-0.15761566,-0.12295532,-0.18242264,-0.21784973,-0.34384918,-0.255867,-0.40953064,-0.42939377,-0.4626732,-0.32777023,-0.22397614,-0.27561188,-0.11696625,-0.28063583,-0.20875931
p237,-0.0008125305,-0.0008125305,-0.0008163452,-0.59589386,-0.23024368,-0.2627182,-0.5595665,-0.5652275,0.0,-0.53723145,-0.29803848,-0.19309235,-0.32674026,-0.71863556,-0.5944729,-0.4923401,-0.59353256,-0.5891037,-0.22850418,-0.17778778,-0.26538086,-0.31850815,-0.4837761,-0.37802505,-0.67874527,-0.42972183,-0.41918564,-0.31409836,-0.21447372,-0.26218414,-0.1122551,-0.26625443,-0.198246
p238,-0.00047302246,-0.00046920776,-0.00047683716,-0.3576584,-0.37467194,-0.42953873,-0.40607834,-0.4156685,0.0,-0.28753662,-0.16345978,-0.10575867,-0.493721,-0.3561554,-0.35336685,-0.38546753,-0.3506508,-0.3894844,-0.37144852,-0.25465012,-0.457798,-0.47297287,-0.40489578,-0.477005,-0.39444733,-0.23208237,-0.22763824,-0.1711998,-0.11792374,-0.1441536,-0.06175232,-0.14657211,-0.10916519
p240,-0.36608315,-0.36608124,-0.36608887,-0.48397064,-0.12623596,-0.14371109,-0.28798294,-0.27365875,0.0,-0.2877121,-0.1674118,-0.108078,-0.17624664,-0.31827164,-0.42832756,-0.318779,-0.42014694,-0.32090378,-0.12543869,-0.097976685,-0.14449692,-0.17150116,-0.28042603,-0.19889832,-0.29302597,-0.2340622,-0.23048782,-0.17400742,-0.121032715,-0.14809418,-0.06334305,-0.15061188,-0.11213684
p241,-0.984684,-1.1892319,-0.9662399,-0.4838524,-0.12620926,-0.14367676,-0.28792953,-0.27361298,0.0,-0.28771973,-0.16739273,-0.108062744,-0.17621613,-0.31822968,-0.42823792,-0.31871414,-0.4200592,-0.32085037,-0.12541962,-0.09795761,-0.14447021,-0.17147446,-0.28037262,-0.1988678,-0.29297638,-0.23403168,-0.23046112,-0.17399597,-0.121017456,-0.14807892,-0.06333923,-0.1505928,-0.1121254
p242,-1.0158272,-1.1479263,-1.0320854,-0.48408508,-0.12625885,-0.1437378,-0.2880516,-0.27373505,0.0,-0.2878418,-0.1674614,-0.10810852,-0.17629242,-0.318367,-0.42843437,-0.3188591,-0.42025375,-0.3209877,-0.12546921,-0.09799957,-0.14453125,-0.17154694,-0.28049088,-0.1989479,-0.29309845,-0.23413086,-0.23055649,-0.17406464,-0.12107086,-0.14813614,-0.06336212,-0.15065384,-0.11216736
p243,-1.0446968,-1.1352615,-1.0998764,-0.48433304,-0.12631607,-0.14380264,-0.28818512,-0.27385712,0.0,-0.2879715,-0.16753387,-0.1081543,-0.17637253,-0.31851196,-0.42864418,-0.31900406,-0.42045593,-0.32113266,-0.12552261,-0.09804535,-0.1445961,-0.17161942,-0.28061676,-0.19903564,-0.29323578,-0.23424149,-0.23065948,-0.17414093,-0.12112045,-0.14820099,-0.06339264,-0.15071869,-0.112220764
p244,-1.0471725,-1.1197586,-1.1225395,-0.4845047,-0.12635803,-0.14384842,-0.28827667,-0.27394485,0.0,-0.28806686,-0.16758347,-0.10818863,-0.17641449,-0.31861496,-0.42879105,-0.31911087,-0.42059708,-0.32123184,-0.12556076,-0.09807587,-0.14463806,-0.17167282,-0.2807083,-0.19909668,-0.29332352,-0.23431015,-0.23073196,-0.17419052,-0.121154785,-0.14825058,-0.06341171,-0.1507721,-0.11225891
p245,-1.0607929,-1.1254005,-1.1412926,-0.48469925,-0.12639618,-0.1438942,-0.28837585,-0.2740364,0.0,-0.28816223,-0.16764069,-0.108226776,-0.17647934,-0.3187256,-0.428957,-0.3192253,-0.4207611,-0.3213501,-0.12560654,-0.0981102,-0.14468765,-0.17173004,-0.2808113,-0.19916534,-0.29343033,-0.23439407,-0.23081207,-0.17425156,-0.12119675,-0.14830017,-0.0634346,-0.15081024,-0.11229324
p246,-1.1260777,-0.6670227,-0.49995422,-0.48228073,-0.1258583,-0.14328003,-0.28710175,-0.27283478,0.0,-0.2868805,-0.16692734,-0.10775757,-0.1757164,-0.31729507,-0.42689133,-0.3177681,-0.41875458,-0.31990814,-0.12506866,-0.09768677,-0.14406204,-0.1709938,-0.27955246,-0.19829941,-0.29213715,-0.23336029,-0.229805,-0.17349243,-0.12067795,-0.1476593,-0.06316376,-0.15017319,-0.111816406
p247,-1.0324287,-0.67931366,-0.50800323,-0.48230743,-0.12586212,-0.14328384,-0.28712082,-0.27284622,0.0,-0.28689194,-0.16693497,-0.1077652,-0.17572784,-0.31731033,-0.42691803,-0.31778336,-0.41878128,-0.3199234,-0.12507248,-0.09769058,-0.14407349,-0.17099762,-0.27957153,-0.19831085,-0.2921486,-0.23337173,-0.22981644,-0.17350006,-0.12068558,-0.14767075,-0.06316376,-0.150177,-0.11182022
p248,-0.97577095,-0.95726395,-0.81230545,-0.48355484,-0.12614441,-0.14360428,-0.28778076,-0.27347183,0.0,-0.2875595,-0.167305,-0.10800171,-0.17611694,-0.31805038,-0.42798615,-0.31853867,-0.41981506,-0.32066727,-0.12535095,-0.097904205,-0.14439392,-0.17137909,-0.28021622,-0.19875336,-0.29281616,-0.23390579,-0.23033905,-0.17389297,-0.120952606,-0.147995,-0.0633049,-0.15050888,-0.11207199
p249,-1.0459785,-0.8330536,-0.6545067,-0.48291397,-0.12599945,-0.14344025,-0.28743362,-0.27314377,0.0,-0.28722,-0.16711426,-0.10787964,-0.17591858,-0.31767273,-0.42743874,-0.31815338,-0.41928482,-0.3202858,-0.125206,-0.097797394,-0.14422989,-0.17118835,-0.27988434,-0.19852829,-0.29246902,-0.23363113,-0.23007202,-0.17369843,-0.12081528,-0.14782715,-0.06323624,-0.15034103,-0.11194229
p250,-1.048275,-0.7224808,-0.5486603,-0.4824791,-0.12590027,-0.14333344,-0.28720093,-0.27292633,0.0,-0.2869873,-0.16697693,-0.1077919,-0.17578125,-0.31740952,-0.427063,-0.31788635,-0.4189186,-0.3200264,-0.12511063,-0.09771347,-0.14411163,-0.17105484,-0.27965546,-0.19837189,-0.29224014,-0.23344803,-0.22988892,-0.17355347,-0.12071991,-0.14771271,-0.063186646,-0.1502266,-0.11185074
p251,-0.99931145,-1.0566483,-1.1378326,-0.48417664,-0.12628174,-0.14375687,-0.2881012,-0.273777,0.0,-0.2878914,-0.1674881,-0.10812378,-0.17631531,-0.3184166,-0.4285164,-0.3189125,-0.42032623,-0.3210411,-0.12548447,-0.098018646,-0.14455032,-0.17156601,-0.28054047,-0.19897461,-0.29315186,-0.234169,-0.23059082,-0.17409134,-0.121089935,-0.14816284,-0.063373566,-0.15067291,-0.11218643
p252,-0.9697056,-1.0256615,-0.9993973,-0.48388672,-0.1262207,-0.14368439,-0.2879448,-0.27363205,0.0,-0.287735,-0.16740036,-0.10807037,-0.17622757,-0.31824493,-0.42826462,-0.31873703,-0.4200859,-0.32086563,-0.12542343,-0.09796524,-0.14447784,-0.17147827,-0.28038788,-0.19887543,-0.29299545,-0.23404312,-0.23047256,-0.17399979,-0.12102127,-0.14808273,-0.06334305,-0.15060043,-0.112133026
